timePeriod,currentTemperature,currentHumidity,currentCO2,currentLight,currentNoise,maxTemp,minTemp,meanTemp,maxHumidity,minHumidity,meanHumidity,maxCO2,minCO2,meanCO2,maxLight,minLight,meanLight,maxNoise,minNoise,meanNoise,rating
2028-04-07 05:47:00 to 2028-04-07 06:17:00,27,44,589,546,46,27,26,26.11,45,42,42.72,739,544,598.06,546,526,535.39,48,29,38.28,3
2028-04-07 11:39:00 to 2028-04-07 12:09:00,18,47,751,615,35,18,18,18.0,47,45,46.2,751,620,658.8,633,613,622.2,48,28,39.8,3
2028-04-08 13:55:00 to 2028-04-08 14:25:00,26,58,973,386,31,27,26,26.23,62,57,58.73,973,662,760.31,392,372,383.88,51,31,41.12,4
2028-04-09 21:22:00 to 2028-04-09 21:52:00,24,52,959,692,72,25,22,23.68,65,52,58.55,1389,782,1013.81,708,689,697.74,75,55,66.16,2
2028-04-12 00:06:00 to 2028-04-12 00:36:00,22,44,962,707,37,22,21,21.19,46,39,42.68,1193,730,896.45,710,691,698.68,44,25,34.68,5
2028-04-12 07:31:00 to 2028-04-12 08:01:00,23,38,622,799,32,23,23,23.0,38,38,38.0,622,616,619.0,799,797,798.0,46,32,39.0,5
2028-04-12 20:11:00 to 2028-04-12 20:41:00,21,43,1065,612,56,22,21,21.29,50,42,46.35,1122,625,821.9,622,603,610.58,60,41,50.74,3
2028-04-13 06:16:00 to 2028-04-13 06:46:00,18,38,1051,482,59,20,17,18.35,42,31,36.42,1301,789,979.9,491,471,480.81,68,49,58.81,1
2028-04-15 08:38:00 to 2028-04-15 09:08:00,20,42,735,411,26,20,20,20.0,43,41,42.0,735,655,685.0,425,405,416.56,44,26,35.0,4
2028-04-17 10:07:00 to 2028-04-17 10:37:00,25,57,1060,744,35,26,24,24.55,61,55,58.29,1072,609,814.13,746,728,737.0,50,30,40.23,2
2028-04-18 19:43:00 to 2028-04-18 20:13:00,25,36,922,433,42,26,25,25.07,38,36,37.29,922,775,829.79,434,414,425.57,56,41,48.71,5
2028-04-21 03:35:00 to 2028-04-21 04:05:00,19,61,591,425,73,19,19,19.0,61,60,60.17,596,579,590.0,439,423,430.5,73,57,66.33,2
2028-04-23 11:34:00 to 2028-04-23 12:04:00,19,42,762,750,67,19,19,19.0,42,41,41.2,762,751,758.4,750,735,743.8,74,59,66.6,2
2028-04-24 13:42:00 to 2028-04-24 14:12:00,18,46,570,314,49,18,18,18.0,46,43,44.15,608,491,542.23,333,313,321.62,53,37,46.23,3
2028-04-25 19:53:00 to 2028-04-25 20:23:00,21,52,972,514,56,21,20,20.17,58,52,54.67,1073,794,898.29,524,506,516.21,58,38,49.04,3
2028-04-28 01:27:00 to 2028-04-28 01:57:00,25,41,1439,738,54,26,23,24.65,49,36,42.68,1439,736,1002.81,749,729,739.97,63,43,50.81,2
2028-04-28 11:55:00 to 2028-04-28 12:25:00,23,60,1591,746,54,25,21,22.87,71,49,59.0,1613,604,1093.94,759,741,751.06,71,51,60.1,2
2028-04-29 17:35:00 to 2028-04-29 18:05:00,23,51,823,352,59,23,23,23.0,52,51,51.17,823,751,774.17,356,339,348.0,65,52,58.33,2
2028-05-01 04:55:00 to 2028-05-01 05:25:00,23,64,766,306,45,24,23,23.12,64,58,60.88,987,695,799.54,325,305,314.31,64,44,53.46,5
2028-05-01 12:33:00 to 2028-05-01 13:03:00,25,53,794,731,56,25,25,25.0,53,53,53.0,794,776,786.25,742,730,735.5,56,38,43.25,1
2028-05-01 22:09:00 to 2028-05-01 22:39:00,25,41,1181,524,58,26,23,24.39,45,36,39.19,1181,733,902.35,535,517,526.61,62,43,52.77,1
2028-05-02 10:02:00 to 2028-05-02 10:32:00,26,41,1010,241,48,27,26,26.23,45,38,40.68,1064,723,855.03,242,222,232.9,49,29,40.9,3
2028-05-03 21:38:00 to 2028-05-03 22:08:00,25,53,536,534,39,25,25,25.0,55,53,54.0,616,517,552.0,547,532,537.0,59,39,47.67,3
2028-05-04 04:35:00 to 2028-05-04 05:05:00,24,46,669,591,65,24,24,24.0,46,46,46.0,669,600,623.67,597,583,590.17,77,61,67.5,2
2028-05-06 15:38:00 to 2028-05-06 16:08:00,24,45,685,375,49,24,24,24.0,47,45,46.11,685,605,634.44,381,363,374.22,50,41,44.67,5
2028-05-07 16:33:00 to 2028-05-07 17:03:00,25,45,447,359,48,25,25,25.0,45,45,45.0,449,439,444.25,375,359,369.75,62,48,55.0,5
2028-05-08 04:40:00 to 2028-05-08 05:10:00,23,57,1185,222,45,25,22,23.68,62,46,55.23,1548,744,1143.77,232,212,221.35,58,38,48.03,2
2028-05-08 16:21:00 to 2028-05-08 16:51:00,25,39,637,461,57,25,22,23.52,52,39,44.26,1127,597,817.0,469,450,461.1,68,48,57.9,4
2028-05-10 02:37:00 to 2028-05-10 03:07:00,25,56,720,719,42,25,25,25.0,56,56,56.0,759,705,730.12,721,704,711.62,51,37,45.62,5
2028-05-10 13:42:00 to 2028-05-10 14:12:00,22,58,928,572,40,22,22,22.0,59,57,58.15,928,759,816.23,580,563,571.54,56,36,46.69,4
2028-05-10 23:00:00 to 2028-05-10 23:30:00,26,40,570,713,42,27,26,26.19,40,32,35.71,824,435,556.45,718,699,707.87,53,35,44.71,5
2028-05-12 03:59:00 to 2028-05-12 04:29:00,19,39,1015,680,65,20,19,19.17,45,38,40.8,1015,654,783.33,680,661,671.83,68,48,57.97,1
2028-05-12 09:34:00 to 2028-05-12 10:04:00,21,57,676,331,44,21,21,21.0,57,57,57.0,678,653,664.8,343,326,335.6,44,34,38.0,4
2028-05-14 20:35:00 to 2028-05-14 21:05:00,25,43,580,329,56,25,25,25.0,43,42,42.17,580,514,539.33,331,318,325.33,68,54,59.0,5
2028-05-15 05:38:00 to 2028-05-15 06:08:00,19,53,566,499,61,19,19,19.0,54,53,53.22,578,509,541.0,499,480,488.89,67,48,58.11,4
2028-05-16 13:44:00 to 2028-05-16 14:14:00,23,54,867,202,48,23,23,23.0,54,52,53.07,867,658,716.2,221,202,213.47,48,28,37.73,5
2028-05-18 19:38:00 to 2028-05-18 20:08:00,19,37,739,549,28,21,17,18.77,53,36,43.03,1253,563,879.39,558,539,548.29,47,28,37.06,5
2028-05-19 22:10:00 to 2028-05-19 22:40:00,26,51,1227,697,53,28,25,26.35,57,47,50.58,1227,733,918.35,697,679,687.29,59,39,49.16,2
2028-05-21 03:37:00 to 2028-05-21 04:07:00,25,56,526,752,37,25,25,25.0,57,56,56.12,526,462,491.88,762,748,756.12,52,32,43.25,4
2028-05-22 07:00:00 to 2028-05-22 07:30:00,21,42,726,211,52,22,20,21.16,42,36,38.29,897,539,665.58,227,208,217.71,58,38,48.77,3
2028-05-22 10:40:00 to 2028-05-22 11:10:00,23,44,708,566,53,23,23,23.0,46,44,45.09,708,560,605.64,573,553,565.73,61,45,50.82,4
2028-05-23 18:44:00 to 2028-05-23 19:14:00,25,50,624,548,68,26,25,25.07,50,48,49.2,624,434,502.67,556,538,549.2,73,55,63.0,3
2028-05-25 22:51:00 to 2028-05-25 23:21:00,20,40,875,430,68,21,20,20.05,45,40,41.41,1009,743,832.86,433,415,424.0,79,60,71.32,3
2028-05-26 09:13:00 to 2028-05-26 09:43:00,26,46,959,737,38,27,25,26.29,49,41,45.42,1163,720,905.0,754,735,745.35,57,37,47.16,4
2028-05-26 20:57:00 to 2028-05-26 21:27:00,26,56,624,387,51,26,25,25.29,60,56,57.21,783,503,617.61,390,370,380.43,58,39,49.46,3
2028-05-27 08:37:00 to 2028-05-27 09:07:00,19,60,738,322,57,19,19,19.0,60,59,59.25,738,641,673.5,322,306,313.88,63,43,54.88,4
2028-05-29 15:11:00 to 2028-05-29 15:41:00,24,51,895,514,67,24,22,23.32,56,47,51.0,954,514,707.1,532,513,521.26,68,48,56.84,1
2028-05-29 23:18:00 to 2028-05-29 23:48:00,21,60,1226,256,51,21,18,19.35,60,48,53.39,1370,857,1072.13,261,241,253.0,70,51,59.74,2
2028-05-31 05:35:00 to 2028-05-31 06:05:00,25,37,663,674,44,25,25,25.0,37,37,37.0,691,653,670.5,684,674,678.67,58,40,50.0,5
2028-06-02 08:16:00 to 2028-06-02 08:46:00,26,57,643,556,53,28,25,26.39,66,54,59.74,1014,462,679.77,572,552,559.13,64,45,54.71,2
2028-06-03 14:18:00 to 2028-06-03 14:48:00,25,44,699,369,72,25,22,23.65,56,44,50.03,925,516,674.13,384,366,372.97,75,56,65.0,2
2028-06-05 17:44:00 to 2028-06-05 18:14:00,23,52,592,339,31,23,23,23.0,54,52,52.8,702,555,612.73,348,329,339.07,44,26,36.07,5
2028-06-06 21:18:00 to 2028-06-06 21:48:00,22,47,1095,636,26,23,20,21.35,58,46,51.1,1095,466,691.39,645,627,635.61,45,25,34.16,4
2028-06-07 04:42:00 to 2028-06-07 05:12:00,24,60,824,493,42,24,24,24.0,60,58,59.15,880,746,795.23,510,490,500.31,51,32,40.46,3
2028-06-09 17:23:00 to 2028-06-09 17:53:00,17,58,616,799,38,20,17,18.58,58,45,51.06,1043,510,748.19,799,782,790.26,48,28,38.35,3
2028-06-12 03:54:00 to 2028-06-12 04:24:00,26,48,728,740,58,27,26,26.16,48,42,44.8,856,565,671.36,750,731,739.8,73,53,62.08,2
2028-06-13 09:17:00 to 2028-06-13 09:47:00,26,56,1205,495,44,28,25,26.32,59,49,53.58,1247,770,972.42,505,486,493.45,47,30,39.61,2
2028-06-15 17:18:00 to 2028-06-15 17:48:00,25,61,1073,335,52,27,24,25.48,65,55,59.58,1239,634,869.1,338,320,329.39,68,49,58.19,1
2028-06-17 21:39:00 to 2028-06-17 22:09:00,26,56,571,586,48,26,26,26.0,57,54,55.2,621,514,554.9,589,570,578.5,49,30,41.6,5
2028-06-20 03:20:00 to 2028-06-20 03:50:00,24,60,1436,593,67,24,21,22.61,63,51,56.35,1436,795,1035.94,599,582,590.19,71,53,61.65,1
2028-06-22 06:27:00 to 2028-06-22 06:57:00,25,45,1283,499,37,26,23,24.48,56,41,48.42,1428,772,1023.71,510,490,499.9,54,34,42.52,2
2028-06-23 14:33:00 to 2028-06-23 15:03:00,25,45,535,508,34,25,25,25.0,45,45,45.0,545,527,535.25,517,501,507.5,48,34,40.5,4
2028-06-24 20:47:00 to 2028-06-24 21:17:00,28,40,1692,336,68,28,23,25.06,59,40,49.45,1716,816,1282.06,337,318,328.32,73,53,65.23,1
2028-06-25 23:58:00 to 2028-06-26 00:28:00,18,45,816,791,51,19,18,18.17,50,43,45.34,923,602,705.59,806,786,796.86,65,47,55.38,3
2028-06-26 08:51:00 to 2028-06-26 09:21:00,25,49,1517,661,68,26,20,22.94,56,35,45.1,1764,754,1210.77,666,646,655.61,73,53,62.87,1
2028-06-28 10:48:00 to 2028-06-28 11:18:00,20,41,548,783,41,20,19,19.05,44,41,42.32,627,448,523.89,785,769,777.74,47,28,39.89,5
2028-06-30 12:34:00 to 2028-06-30 13:04:00,21,56,636,708,47,21,21,21.0,56,56,56.0,638,599,619.6,712,698,705.0,62,47,53.2,5
2028-06-30 21:53:00 to 2028-06-30 22:23:00,27,53,704,382,51,27,26,26.25,53,47,49.58,765,547,633.96,382,362,370.79,64,47,55.0,2
2028-07-03 02:45:00 to 2028-07-03 03:15:00,20,57,716,217,56,20,20,20.0,59,56,57.31,716,499,572.12,229,209,217.81,73,53,63.5,3
2028-07-03 13:41:00 to 2028-07-03 14:11:00,25,42,469,511,39,25,25,25.0,42,40,41.0,587,446,492.0,525,508,515.17,50,32,40.58,5
2028-07-05 15:04:00 to 2028-07-05 15:34:00,26,35,901,371,62,26,25,25.29,43,35,39.13,979,583,699.48,371,351,361.0,74,54,63.55,2
2028-07-07 01:44:00 to 2028-07-07 02:14:00,25,50,1290,694,29,29,25,26.42,52,35,43.94,1693,980,1302.71,695,675,684.48,47,27,35.48,2
2028-07-09 11:52:00 to 2028-07-09 12:22:00,20,42,861,510,76,20,19,19.13,42,37,39.39,996,722,817.35,520,502,509.7,77,57,69.61,3
2028-07-11 14:07:00 to 2028-07-11 14:37:00,22,62,648,295,61,22,20,21.16,63,55,58.26,984,523,638.71,313,294,301.52,68,49,59.87,3
2028-07-13 23:11:00 to 2028-07-13 23:41:00,26,50,801,608,69,26,25,25.29,60,50,54.94,954,549,713.55,609,591,600.0,71,52,61.61,1
2028-07-16 02:52:00 to 2028-07-16 03:22:00,27,70,893,700,69,27,22,24.26,70,49,60.87,1761,774,1195.65,713,695,703.32,79,59,70.35,2
2028-07-17 09:08:00 to 2028-07-17 09:38:00,22,61,607,808,42,24,22,22.39,61,52,55.35,914,447,632.0,809,789,799.55,46,26,36.55,5
2028-07-19 13:30:00 to 2028-07-19 14:00:00,21,52,763,716,65,21,21,21.0,52,52,52.0,763,763,763.0,716,716,716.0,65,65,65.0,3
2028-07-20 20:49:00 to 2028-07-20 21:19:00,23,42,814,258,39,24,23,23.05,46,42,44.15,814,567,648.2,263,244,252.85,44,25,33.25,3
2028-07-22 23:05:00 to 2028-07-22 23:35:00,23,47,731,278,77,24,23,23.19,50,42,45.1,901,528,660.87,295,276,285.1,79,59,66.45,2
2028-07-23 01:47:00 to 2028-07-23 02:17:00,22,38,829,641,53,23,22,22.11,40,37,38.22,834,673,732.33,644,624,635.89,62,45,52.61,3
2028-07-23 10:47:00 to 2028-07-23 11:17:00,19,53,850,469,56,20,19,19.11,55,52,53.33,850,642,707.22,482,462,472.5,68,48,58.28,2
2028-07-24 16:40:00 to 2028-07-24 17:10:00,24,65,1468,263,45,27,24,25.42,69,51,59.29,1761,952,1296.52,277,257,266.32,64,44,54.55,1
2028-07-26 01:51:00 to 2028-07-26 02:21:00,19,42,1655,734,66,23,18,19.81,62,40,49.81,1745,804,1297.35,754,734,744.48,73,53,63.42,1
2028-07-27 08:34:00 to 2028-07-27 09:04:00,18,58,785,222,59,18,18,18.0,58,58,58.0,785,728,745.4,233,222,230.2,72,57,62.4,1
2028-07-28 11:39:00 to 2028-07-28 12:09:00,22,61,775,783,61,22,22,22.0,61,60,60.2,845,730,779.7,801,783,789.9,75,58,63.7,1
2028-07-28 22:02:00 to 2028-07-28 22:32:00,22,36,939,489,62,24,22,23.32,41,36,38.23,1088,701,831.52,493,474,482.06,72,53,60.52,1
2028-07-30 08:00:00 to 2028-07-30 08:30:00,19,54,985,722,47,19,18,18.19,58,52,54.35,1154,782,919.42,731,715,722.16,58,39,49.32,3
2028-07-30 17:35:00 to 2028-07-30 18:05:00,20,52,453,782,35,20,20,20.0,52,51,51.17,480,426,448.0,796,779,788.5,43,35,38.17,5
2028-08-02 05:31:00 to 2028-08-02 06:01:00,26,48,752,586,45,26,26,26.0,48,48,48.0,752,745,748.5,586,582,584.0,45,29,37.0,3
2028-08-02 16:50:00 to 2028-08-02 17:20:00,22,59,1678,378,36,23,19,21.0,69,47,58.97,1886,918,1301.94,379,359,369.03,56,36,45.45,3
2028-08-04 17:53:00 to 2028-08-04 18:23:00,22,38,1100,729,65,22,21,21.17,43,38,40.29,1100,795,886.92,739,719,727.83,68,49,56.58,1
2028-08-06 23:42:00 to 2028-08-07 00:12:00,24,59,689,221,49,24,24,24.0,60,58,58.92,689,569,615.15,221,204,213.38,59,40,48.77,5
2028-08-09 06:34:00 to 2028-08-09 07:04:00,26,50,815,318,66,26,26,26.0,50,49,49.2,815,771,789.2,330,318,323.6,70,62,67.2,2
2028-08-09 15:46:00 to 2028-08-09 16:16:00,24,58,701,617,35,24,23,23.24,58,56,57.06,701,479,561.41,617,598,606.41,47,28,36.12,4
2028-08-10 00:09:00 to 2028-08-10 00:39:00,19,53,918,671,47,20,19,19.45,57,47,52.0,990,563,728.55,676,657,666.52,58,39,49.74,4
2028-08-10 10:19:00 to 2028-08-10 10:49:00,27,37,711,621,44,27,25,25.71,44,33,38.29,1088,519,734.94,641,621,630.03,57,38,47.39,5
2028-08-12 11:41:00 to 2028-08-12 12:11:00,20,59,684,451,43,20,20,20.0,59,58,58.17,684,520,573.42,457,439,448.33,50,30,40.58,5
2028-08-14 16:40:00 to 2028-08-14 17:10:00,24,40,616,580,64,24,24,24.0,41,39,40.09,616,485,527.45,584,566,575.36,74,58,64.36,3
2028-08-15 05:12:00 to 2028-08-15 05:42:00,21,38,1051,781,60,22,19,20.35,46,37,41.84,1166,684,870.23,790,771,780.87,68,48,57.42,3
2028-08-16 15:23:00 to 2028-08-16 15:53:00,27,33,1376,220,65,28,25,26.81,42,32,37.97,1376,730,994.61,223,203,213.97,66,48,58.03,1
2028-08-16 20:33:00 to 2028-08-16 21:03:00,23,50,1115,690,68,25,21,22.87,58,46,51.23,1303,597,941.77,703,683,691.0,72,53,62.65,2
2028-08-17 01:07:00 to 2028-08-17 01:37:00,25,42,946,561,45,26,25,25.29,48,42,44.55,1323,834,990.58,577,557,566.13,54,34,44.35,5
2028-08-17 09:51:00 to 2028-08-17 10:21:00,25,53,727,426,62,26,25,25.05,55,51,53.32,857,621,714.0,428,410,419.59,69,49,58.91,4
2028-08-18 13:41:00 to 2028-08-18 14:11:00,25,56,720,780,47,25,25,25.0,58,56,57.17,720,604,656.67,780,762,769.33,57,40,49.5,4
2028-08-20 01:57:00 to 2028-08-20 02:27:00,23,54,728,315,56,23,22,22.29,60,54,55.79,844,569,671.14,319,300,310.71,61,42,51.79,3
2028-08-22 14:26:00 to 2028-08-22 14:56:00,24,64,1483,765,54,26,23,24.71,68,54,59.65,1518,840,1083.13,765,749,756.52,54,37,45.16,1
2028-08-24 18:34:00 to 2028-08-24 19:04:00,22,53,526,575,54,22,22,22.0,53,53,53.0,527,510,519.8,581,563,570.4,54,35,45.2,3
2028-08-24 21:46:00 to 2028-08-24 22:16:00,26,58,671,752,49,26,26,26.0,61,57,58.18,791,587,648.24,754,736,744.29,54,41,47.18,5
2028-08-27 03:11:00 to 2028-08-27 03:41:00,26,40,878,705,51,27,25,25.45,49,40,45.13,1011,503,686.16,708,688,696.9,61,42,51.52,1
2028-08-28 08:41:00 to 2028-08-28 09:11:00,23,54,611,562,36,23,23,23.0,55,53,54.0,633,506,567.92,571,556,563.5,47,30,40.5,4
2028-08-30 18:30:00 to 2028-08-30 19:00:00,18,54,511,731,61,18,18,18.0,54,54,54.0,511,511,511.0,731,731,731.0,61,61,61.0,3
2028-09-02 01:38:00 to 2028-09-02 02:08:00,21,58,736,530,47,21,21,21.0,58,56,57.22,746,660,700.0,534,518,525.67,47,27,40.56,5
2028-09-03 06:11:00 to 2028-09-03 06:41:00,25,37,1010,771,49,27,25,25.45,46,37,40.45,1232,690,917.65,780,760,770.58,64,45,54.71,3
2028-09-05 16:52:00 to 2028-09-05 17:22:00,25,38,529,518,59,26,25,25.3,41,36,38.3,725,465,556.04,519,500,509.22,63,45,54.87,4
2028-09-05 23:38:00 to 2028-09-06 00:08:00,18,52,479,551,45,18,18,18.0,52,51,51.11,522,459,487.11,557,540,550.33,52,36,42.78,5
2028-09-08 07:00:00 to 2028-09-08 07:30:00,20,39,746,397,33,20,19,19.39,43,37,40.06,777,433,560.87,398,379,388.52,46,28,36.03,5
2028-09-09 14:24:00 to 2028-09-09 14:54:00,23,56,1014,260,46,25,22,23.42,59,44,50.84,1446,797,1032.58,273,254,263.97,54,36,44.77,2
2028-09-10 20:06:00 to 2028-09-10 20:36:00,26,54,836,521,32,28,25,26.23,55,48,51.58,1230,806,955.81,536,517,527.03,50,30,40.45,4
2028-09-11 07:30:00 to 2028-09-11 08:00:00,22,54,452,689,35,22,22,22.0,54,54,54.0,452,452,452.0,689,689,689.0,35,35,35.0,5
2028-09-12 17:48:00 to 2028-09-12 18:18:00,24,38,731,541,64,25,24,24.16,40,37,38.26,783,574,650.16,550,531,540.47,78,58,69.21,3
2028-09-13 20:05:00 to 2028-09-13 20:35:00,19,54,541,339,39,21,19,20.13,57,51,53.61,912,447,605.87,340,321,330.1,53,33,44.16,5
2028-09-16 06:51:00 to 2028-09-16 07:21:00,27,42,836,665,65,27,26,26.14,44,40,41.55,997,745,818.41,667,648,658.55,80,60,69.23,1
2028-09-16 07:58:00 to 2028-09-16 08:28:00,19,56,596,519,67,30,19,23.3,63,35,52.28,1969,443,990.73,667,511,590.68,80,57,68.83,2
2028-09-18 14:48:00 to 2028-09-18 15:18:00,18,59,1404,640,46,23,17,20.08,67,43,52.6,1606,445,896.74,641,576,613.02,73,39,54.32,1
2028-09-18 15:36:00 to 2028-09-18 16:06:00,25,41,857,581,65,25,21,22.84,53,38,45.94,1306,567,930.23,594,575,584.23,73,53,62.61,3
2028-09-21 02:30:00 to 2028-09-21 03:00:00,26,39,770,213,40,26,26,26.0,39,39,39.0,770,770,770.0,213,213,213.0,40,40,40.0,4
2028-09-21 10:47:00 to 2028-09-21 11:17:00,23,58,628,700,54,24,23,23.06,59,57,57.61,628,401,476.94,719,699,707.06,60,41,50.22,5
2028-09-22 20:09:00 to 2028-09-22 20:39:00,25,33,991,369,54,27,25,25.26,40,31,35.81,1149,738,900.81,371,351,359.42,73,53,63.52,4
2028-09-25 07:28:00 to 2028-09-25 07:58:00,24,54,1306,274,65,27,24,25.68,55,40,46.81,1309,666,969.81,282,263,273.45,73,53,64.16,1
2028-09-25 10:51:00 to 2028-09-25 11:21:00,19,41,788,321,36,20,19,19.09,45,41,42.27,900,622,716.5,337,318,328.68,49,31,38.5,5
2028-09-27 13:49:00 to 2028-09-27 14:19:00,24,44,808,346,35,25,24,24.1,47,43,44.65,808,585,672.15,347,328,338.7,54,34,43.5,4
2028-09-28 22:04:00 to 2028-09-28 22:34:00,26,56,926,580,62,27,25,26.16,56,48,50.65,1169,738,884.74,580,560,567.9,71,53,62.1,1
2028-10-01 09:54:00 to 2028-10-01 10:24:00,24,58,1019,500,55,25,24,24.12,60,56,57.52,1019,701,817.04,504,484,493.4,60,40,49.6,1
2028-10-02 16:42:00 to 2028-10-02 17:12:00,26,55,666,739,64,26,25,25.08,57,55,56.31,671,594,634.15,754,739,746.38,68,48,58.92,2
2028-10-03 03:34:00 to 2028-10-03 04:04:00,25,42,826,685,40,25,25,25.0,42,42,42.0,839,797,814.2,690,681,686.0,40,30,36.0,2
2028-10-04 05:49:00 to 2028-10-04 06:19:00,18,49,771,312,60,22,18,19.97,69,49,61.35,1570,641,999.48,318,298,307.68,61,41,52.03,1
2028-10-05 09:35:00 to 2028-10-05 10:05:00,21,56,832,536,51,21,21,21.0,56,56,56.0,833,776,802.33,539,527,532.67,51,38,45.0,3
2028-10-05 21:21:00 to 2028-10-05 21:51:00,25,61,1003,581,66,25,22,23.61,64,52,57.9,1115,536,779.55,598,578,587.68,68,48,57.87,1
2028-10-06 04:51:00 to 2028-10-06 05:21:00,26,42,610,436,51,26,25,25.09,45,41,42.91,748,496,587.95,453,433,444.45,52,34,44.77,2
2028-10-06 06:12:00 to 2028-10-06 06:42:00,19,58,970,405,66,20,17,18.55,63,54,58.1,1295,826,1019.32,424,405,412.1,70,50,61.32,1
2028-10-06 10:43:00 to 2028-10-06 11:13:00,26,45,843,687,36,26,26,26.0,45,43,44.21,920,786,831.07,698,680,689.21,45,27,35.57,3
2028-10-07 21:11:00 to 2028-10-07 21:41:00,20,36,1029,324,44,21,19,19.65,44,36,39.77,1222,781,970.29,326,306,314.97,63,43,54.06,4
2028-10-08 04:51:00 to 2028-10-08 05:21:00,26,54,500,470,57,26,26,26.0,55,51,52.45,693,420,515.36,476,457,466.64,77,57,66.55,4
2028-10-08 07:57:00 to 2028-10-08 08:27:00,26,47,751,458,64,27,26,26.14,54,47,50.32,814,574,667.11,472,452,462.04,77,59,68.75,2
2028-10-09 08:47:00 to 2028-10-09 09:17:00,21,61,894,475,47,21,20,20.11,61,57,58.22,895,721,801.83,486,467,475.17,49,29,37.83,5
2028-10-09 13:41:00 to 2028-10-09 14:11:00,21,51,777,418,64,21,21,21.0,54,51,52.58,777,660,699.58,419,402,410.0,72,54,64.5,1
2028-10-11 15:42:00 to 2028-10-11 16:12:00,25,56,561,767,59,25,25,25.0,56,53,54.38,639,497,539.92,773,753,761.85,59,41,52.15,2
2028-10-13 02:58:00 to 2028-10-13 03:28:00,27,52,750,230,65,27,26,26.21,55,48,50.59,783,425,537.21,246,226,235.28,73,53,63.03,3
2028-10-14 06:33:00 to 2028-10-14 07:03:00,18,50,563,400,57,18,18,18.0,50,50,50.0,563,550,556.5,400,380,388.75,60,44,52.5,4
2028-10-14 17:43:00 to 2028-10-14 18:13:00,18,56,865,469,52,18,18,18.0,58,55,56.21,899,776,823.86,477,458,470.21,54,35,47.29,2
2028-10-15 02:48:00 to 2028-10-15 03:18:00,22,40,866,584,67,22,21,21.11,40,36,37.47,952,741,837.21,604,584,593.16,68,49,59.42,3
2028-10-16 07:38:00 to 2028-10-16 08:08:00,19,56,710,363,57,19,19,19.0,56,55,55.11,710,618,652.22,374,355,364.33,57,41,49.11,2
2028-10-17 17:00:00 to 2028-10-17 17:30:00,18,45,760,488,68,19,18,18.29,53,45,48.71,1018,632,778.97,505,485,495.94,75,56,65.45,1
2028-10-19 22:57:00 to 2028-10-19 23:27:00,22,59,776,379,61,22,21,21.14,63,58,59.75,883,541,656.93,387,367,376.5,77,57,68.57,3
2028-10-19 23:31:00 to 2028-10-20 00:01:00,19,45,640,373,70,23,19,21.36,65,45,59.0,894,633,757.55,386,369,376.55,76,58,65.09,2
2028-10-21 00:36:00 to 2028-10-21 01:06:00,26,48,578,246,56,26,26,26.0,49,48,48.43,578,503,526.57,246,230,236.0,68,55,62.57,2
2028-10-21 02:53:00 to 2028-10-21 03:23:00,24,43,725,709,35,24,23,23.25,44,40,41.54,725,466,551.25,718,699,707.33,50,31,41.29,4
2028-10-21 05:02:00 to 2028-10-21 05:32:00,26,53,699,537,46,26,25,25.26,53,47,49.16,827,578,677.39,547,529,536.77,48,28,38.45,3
2028-10-22 12:30:00 to 2028-10-22 13:00:00,20,43,471,241,72,20,20,20.0,43,43,43.0,471,471,471.0,241,241,241.0,72,72,72.0,3
2028-10-22 15:21:00 to 2028-10-22 15:51:00,25,42,1147,526,33,25,22,23.52,45,33,37.84,1147,515,734.16,534,515,525.48,51,31,41.45,2
2028-10-23 23:08:00 to 2028-10-23 23:38:00,24,55,759,236,52,24,22,23.39,58,51,54.19,943,570,737.71,236,216,227.03,54,35,44.55,3
2028-10-24 00:17:00 to 2028-10-24 00:47:00,23,55,1045,637,57,26,23,24.35,55,45,49.9,1101,581,762.35,653,633,643.1,57,37,48.45,2
2028-10-25 09:53:00 to 2028-10-25 10:23:00,21,53,645,754,38,21,20,20.12,53,49,50.54,728,431,533.04,773,754,764.42,57,38,47.38,5
2028-10-27 16:04:00 to 2028-10-27 16:34:00,26,46,816,775,53,27,25,25.32,48,40,44.13,941,549,712.97,786,766,776.39,70,50,58.58,1
2028-10-29 04:04:00 to 2028-10-29 04:34:00,26,52,607,784,41,27,25,26.32,55,47,50.0,984,560,706.55,796,779,786.94,59,40,48.94,3
2028-10-31 10:40:00 to 2028-10-31 11:10:00,23,51,477,718,65,23,23,23.0,51,50,50.09,542,442,487.73,733,714,721.55,73,53,62.91,4
2028-10-31 22:36:00 to 2028-10-31 23:06:00,19,36,661,223,29,19,19,19.0,37,36,36.14,661,614,637.71,231,219,225.29,44,29,35.86,3
2028-11-01 00:44:00 to 2028-11-01 01:14:00,21,54,830,668,61,21,20,20.13,57,54,55.2,830,635,701.53,672,652,661.53,65,52,58.0,3
2028-11-02 12:00:00 to 2028-11-02 12:30:00,22,61,609,442,39,22,21,21.29,62,56,58.94,856,491,633.19,462,442,452.81,45,26,35.48,5
2028-11-03 00:03:00 to 2028-11-03 00:33:00,24,38,1072,353,48,25,24,24.29,43,35,38.23,1111,781,905.39,364,344,353.68,65,46,55.06,3
2028-11-05 10:31:00 to 2028-11-05 11:01:00,26,54,742,347,65,26,26,26.0,54,54,54.0,742,729,735.5,347,347,347.0,65,65,65.0,2
